      3.71127      5.47257      5.54072        -0.343462     -0.092818     -0.109651
      0.07101      7.19209      7.29984        -0.507648      0.548615      0.175361
      3.64923      0.07000      7.23896         0.142212     -0.484414      1.022407
      0.19052      3.64195      7.25151        -0.808083      0.274748     -0.269137
      3.40794      3.70737      0.00707         0.925059     -0.598126     -0.112615
      7.28543      0.04937      3.76679         0.064044     -0.159019     -0.304496
      3.76326      0.15535      3.70594        -0.568020     -0.456410      0.170362
      7.18190      3.39627      3.69019         0.730652      1.817114     -0.717751
      3.65266      3.60283      3.50298         0.297510      0.407869      0.530202
      1.81960      1.75547      7.27307         0.024982      0.163189      0.653549
      5.69864      1.88612      7.28439        -0.540294      0.162265      0.300215
      1.81031      5.55038      0.02619        -0.049085     -0.122172      0.057155
      5.46913      5.38905      7.17888        -0.180942      0.234445      0.582290
      1.90920      1.97743      3.61609        -0.082149     -1.289463      0.125848
      5.51909      1.79992      3.77276        -0.492268     -0.165624     -0.409206
      1.71158      5.55234      3.72162         0.245991     -0.828536      0.070899
      5.30843      5.63820      3.69059         0.486076     -0.511409     -0.159333
      1.98000      7.15148      2.09905        -0.392055      1.044700     -1.317883
      5.60058      7.24163      1.81266        -0.584557      0.301244     -0.270770
      1.64434      3.56975      1.81277         0.757247      0.610272      0.309777
      5.51047      3.79424      1.80877         0.162719     -0.763505     -0.143513
      1.78298      0.05111      5.55642         0.157375     -0.273759     -0.782324
      5.44675      0.07147      5.62266         0.371187     -0.287570     -0.409600
      1.93259      3.68255      5.31246        -0.694757     -0.044507      0.599275
      5.41407      3.79413      5.33189        -0.343772     -0.724502      0.613066
      0.14990      1.67744      1.86611        -0.654747     -0.072477     -0.312846
      3.82453      1.79469      1.84646        -0.278115      0.073169     -0.614082
      7.28391      5.47506      1.80975         0.229495     -0.043280      0.340246
      3.59972      5.31565      1.79309         0.105791      0.931011      0.098361
      0.10677      1.89602      5.44874        -0.273801     -0.455246      0.639145
      3.62567      1.82183      5.57664         0.345391      0.581030     -0.360934
      7.19266      5.48397      5.39613         0.522883     -0.136062      0.186588
      3.46559      5.51028      5.51406         0.881681      0.266410     -0.290256
      0.06889      7.28133      0.00073        -0.280254      0.078695     -0.250563
      3.65065      7.25542      0.10234        -0.156131      0.498459     -0.954491
      0.02945      3.82158      0.21608         0.037164     -0.817244     -0.462107
      3.58606      3.55627      7.25881        -0.007309      0.702243      0.006232
      7.28861      0.01000      3.70223        -0.045042     -0.255219     -0.074483
      3.66658      7.20616      3.51406        -0.048042      0.940217     -0.024803
      0.01149      3.81367      3.59397        -0.556458     -1.057886      0.231876
      3.54323      3.70582      3.66529         0.913195     -0.582581      0.351869
      1.78807      1.82244      0.10801        -0.009575      0.073418     -0.981408
      5.63265      1.96365      7.31103        -0.196510     -0.535967     -0.259153
      1.86416      5.50324      7.17632         0.206950      0.058851      0.567264
      5.30554      5.44641      0.04196         0.705504     -0.162543     -0.137759
      1.84365      1.62529      3.77559         0.177699      1.247322     -0.600883
      5.43677      1.85136      3.65328         0.262626     -0.105941     -0.081813
      1.82407      5.32341      3.71558        -0.127359      1.236400     -0.177594
      5.48773      5.57515      3.54036         0.184028     -0.463098      0.157709
      1.79590      0.04487      1.74881         0.354669     -0.422059      0.695984
      5.48842      7.29687      1.69625         0.367185      0.220269      0.483297
      1.96002      3.46195      1.95688        -0.786704      0.547421     -0.540719
      5.42425      3.54541      1.79949         0.346436      1.034306      0.540041
      1.85932      7.27842      5.37622        -0.163044     -0.164749      0.913611
      5.59723      0.02791      5.56437        -0.327205      0.002196     -0.126471
      1.71510      3.68579      5.57764         0.481879     -0.642787     -0.353326
      5.26955      3.77993      5.44506         0.990927     -0.216444     -0.104309
      0.05803      1.78071      1.91198        -0.476066      0.303018      0.023810
      3.78026      1.85285      1.63958        -0.481629     -0.731927      1.015122
      0.09444      5.54381      1.84333        -0.202904      0.164387      0.068343
      3.57515      5.45791      1.79753        -0.104741     -0.371310      0.083285
      7.27760      1.89728      5.53729         0.206942      0.113222     -0.337394
      3.79880      1.85413      5.47221        -0.779274     -0.634803      0.149038
      7.22851      5.35668      5.60564        -0.155512      0.607719     -0.486041
      3.74524      5.69579      5.34754        -0.331441     -0.663583      0.665836
      7.25049      0.09488      7.29933         0.211998     -0.206647      0.088423
      3.63797      7.31117      7.22849         0.083619     -0.324402      0.530697
      7.25209      3.63421      0.01154         0.316037      0.032882      0.097576
      3.74514      3.76164      0.02099        -0.150839     -0.747586     -0.016209
      0.04632      7.25170      3.61473        -0.069312      0.452336      0.072003
      3.61185      0.05562      3.63285         0.009307     -0.585537      0.073042
      0.04537      3.67035      3.75117        -0.058206      0.117001     -0.469620
      3.71565      3.59459      3.76650        -0.189298      0.236162     -0.380267
      1.79635      1.83619      7.24353         0.120520      0.190375      0.593929
      5.37765      1.73906      7.27552         0.170795      0.455043      0.205024
      1.86655      5.39627      0.01819        -0.270670      0.470770     -0.322826
      5.58782      5.52283      0.00031        -0.440107      0.046691      0.018885
      1.79658      1.89815      3.61025        -0.150524     -0.373030      0.149757
      5.50860      1.79028      3.67543        -0.100722      0.236269     -0.030161
      1.85290      5.50301      3.66053         0.152974     -0.114971      0.067433
      5.55131      5.37410      3.65078        -0.321560      0.576902      0.094173
      1.81772      0.06228      1.78594        -0.065951     -0.268805     -0.085152
      5.48307      0.05693      1.88120        -0.163234     -0.288547     -0.211532
      1.77489      3.74006      1.82204         0.247419     -0.406208      0.105731
      5.41226      3.67438      1.91943         0.341207     -0.275204     -0.485914
      1.80055      7.29324      5.56171         0.032403     -0.155112     -0.453603
      5.46834      7.27334      5.36608        -0.001517      0.037777      0.329933
      1.89706      3.56238      5.48300        -0.323693      0.650065      0.171146
      5.61550      3.57594      5.54442        -0.730062      0.336343     -0.221443
      7.24557      1.91618      1.84780         0.221493     -0.239943     -0.111585
      3.53618      1.81018      1.89727         0.604804      0.419431     -0.621704
      0.03793      5.58726      1.77257        -0.160388     -0.455268      0.164120
      3.67330      5.49393      1.82635         0.006840      0.220186      0.193324
      0.00484      1.80659      5.43491         0.063037     -0.215636      0.178037
      3.56768      1.72343      5.44440         0.531355      0.435518      0.175145
      0.01405      5.58125      5.46085         0.124547     -0.564367      0.317415
      3.70385      5.41705      5.50035        -0.042271      0.307509     -0.215779
      0.00402      7.21270      7.31296        -0.275705      0.472954      0.140191
      3.68465      7.26068      0.12398        -0.316571      0.631282     -0.541391
      0.09030      3.59544      7.18125        -0.477864      0.550188      0.649257
